,P (MPa),T (°C),Specific Volume (m^3/kg),Density (kg/m^3),Specific Internal Energy (kJ/kg),Specific Enthalpy (kJ/kg),Specific Entropy [kJ/(kg K)]
8626,140.0,440.0,0.0014446,692.24,1757.956,1960.2,3.9245
8627,140.0,450.0,0.0014716,679.53,1800.576,2006.6,3.9892
8628,140.0,460.0,0.0014999,666.69,1843.414,2053.4,4.0534
8629,140.0,470.0,0.0015297,653.72,1886.342,2100.5,4.1172
8630,140.0,480.0,0.0015609,640.65,1929.374,2147.9,4.1805
8631,140.0,490.0,0.0015936,627.5,1972.496,2195.6,4.2434
8632,140.0,500.0,0.0016279,614.3,2015.594,2243.5,4.3059
8633,140.0,520.0,0.0017011,587.85,2101.946,2340.1,4.4292
8634,140.0,540.0,0.0017807,561.58,2188.002,2437.3,4.5502
8635,140.0,560.0,0.0018664,535.78,2273.304,2534.6,4.6685
8636,140.0,580.0,0.0019579,510.76,2357.594,2631.7,4.7835
8637,140.0,600.0,0.0020544,486.77,2440.284,2727.9,4.8951
8638,140.0,620.0,0.0021551,464.01,2521.186,2822.9,5.0026
8639,140.0,640.0,0.0022593,442.61,2600.098,2916.4,5.1061
8640,140.0,660.0,0.0023661,422.65,2676.646,3007.9,5.2053
8641,140.0,680.0,0.0024745,404.12,2751.07,3097.5,5.3003
8642,140.0,700.0,0.002584,386.99,2823.14,3184.9,5.391
8643,140.0,720.0,0.0026938,371.22,2892.968,3270.1,5.4778
8644,140.0,740.0,0.0028035,356.7,2960.81,3353.3,5.5606
8645,140.0,760.0,0.0029125,343.35,3026.55,3434.3,5.6399
8646,140.0,780.0,0.0030206,331.06,3090.616,3513.5,5.7157
8647,140.0,800.0,0.0031276,319.74,3152.936,3590.8,5.7884
8648,140.0,820.0,0.0032332,309.29,3213.752,3666.4,5.8582
8649,140.0,840.0,0.0033375,299.62,3273.25,3740.5,5.9254
8650,140.0,860.0,0.0034404,290.67,3331.444,3813.1,5.9901
8651,140.0,880.0,0.0035418,282.34,3388.648,3884.5,6.0525
8652,140.0,900.0,0.0036418,274.59,3444.848,3954.7,6.1129
8653,140.0,920.0,0.0037404,267.35,3500.244,4023.9,6.1714
8654,140.0,940.0,0.0038376,260.58,3554.836,4092.1,6.2281
8655,140.0,960.0,0.0039335,254.23,3608.81,4159.5,6.2832
8656,140.0,980.0,0.0040282,248.25,3662.152,4226.1,6.3367
8657,140.0,1000.0,0.0041216,242.62,3714.976,4292.0,6.3889
8658,140.0,1100.0,0.0045725,218.7,3973.15,4613.3,6.6319
8659,140.0,1200.0,0.0050009,199.96,4225.174,4925.3,6.8513
8660,140.0,1300.0,0.0054117,184.78,4474.362,5232.0,7.0527
8661,140.0,1400.0,0.0058088,172.15,4722.668,5535.9,7.24
8662,140.0,1500.0,0.006195,161.42,4971.3,5838.6,7.4157
8663,140.0,1600.0,0.0065724,152.15,5220.764,6140.9,7.5816
8664,140.0,1800.0,0.0073072,136.85,5723.992,6747.0,7.889
8665,140.0,2000.0,0.0080223,124.65,6233.778,7356.9,8.1699
8666,160.0,0.0,0.0009362,1068.15,-1.582,148.21,-0.02302
8667,160.0,5.0,0.00093764,1066.51,17.3276,167.35,0.04642
8668,160.0,10.0,0.00093918,1064.76,36.3612,186.63,0.11511
8669,160.0,15.0,0.00094081,1062.92,55.4804,206.01,0.18296
8670,160.0,20.0,0.00094252,1060.99,74.6668,225.47,0.24991
8671,160.0,25.0,0.00094431,1058.98,93.9004,244.99,0.31595
8672,160.0,30.0,0.00094617,1056.89,113.1828,264.57,0.38105
8673,160.0,35.0,0.00094811,1054.73,132.4824,284.18,0.44523
8674,160.0,40.0,0.00095012,1052.5,151.8108,303.83,0.50847
8675,160.0,45.0,0.00095219,1050.21,171.1496,323.5,0.57081
8676,160.0,50.0,0.00095434,1047.84,190.5056,343.2,0.63224
8677,160.0,55.0,0.00095656,1045.41,209.8704,362.92,0.6928
8678,160.0,60.0,0.00095885,1042.91,229.244,382.66,0.75249
8679,160.0,65.0,0.00096121,1040.35,248.6164,402.41,0.81134
8680,160.0,70.0,0.00096364,1037.73,267.9976,422.18,0.86936
8681,160.0,75.0,0.00096614,1035.04,287.3676,441.95,0.92658
8682,160.0,80.0,0.00096871,1032.3,306.7464,461.74,0.98301
8683,160.0,85.0,0.00097135,1029.49,326.124,481.54,1.0387
8684,160.0,90.0,0.00097406,1026.63,345.5004,501.35,1.0936
8685,160.0,95.0,0.00097685,1023.7,364.874,521.17,1.1478
8686,160.0,100.0,0.0009797,1020.72,384.238,540.99,1.2013
8687,160.0,105.0,0.00098262,1017.69,403.6108,560.83,1.2541
8688,160.0,110.0,0.00098561,1014.6,422.9824,580.68,1.3063
8689,160.0,115.0,0.00098867,1011.46,442.3528,600.54,1.3578
8690,160.0,120.0,0.00099181,1008.26,461.7204,620.41,1.4086
8691,160.0,125.0,0.00099501,1005.01,481.0884,640.29,1.4589
8692,160.0,130.0,0.00099829,1001.72,500.4636,660.19,1.5085
8693,160.0,135.0,0.00100164,998.37,519.8276,680.09,1.5576
8694,160.0,140.0,0.00100506,994.97,539.2004,700.01,1.6061
8695,160.0,145.0,0.00100855,991.52,558.582,719.95,1.6541
8696,160.0,150.0,0.00101211,988.03,577.9624,739.9,1.7015
8697,160.0,155.0,0.00101575,984.49,597.35,759.87,1.7484
8698,160.0,160.0,0.00101946,980.91,616.7464,779.86,1.7948
8699,160.0,165.0,0.00102325,977.28,636.14,799.86,1.8407
8700,160.0,170.0,0.00102712,973.6,655.5408,819.88,1.8862
8701,160.0,175.0,0.00103106,969.88,674.9504,839.92,1.9312
8702,160.0,180.0,0.00103507,966.12,694.3788,859.99,1.9757
8703,160.0,185.0,0.00103917,962.31,713.8028,880.07,2.0198
8704,160.0,190.0,0.00104334,958.46,733.2456,900.18,2.0634
8705,160.0,195.0,0.0010476,954.56,752.694,920.31,2.1067
8706,160.0,200.0,0.00105193,950.63,772.1612,940.47,2.1495
8707,160.0,210.0,0.00106086,942.64,811.1224,980.86,2.234
8708,160.0,220.0,0.00107012,934.48,850.1808,1021.4,2.3169
8709,160.0,230.0,0.00107974,926.15,889.2416,1062.0,2.3985
8710,160.0,240.0,0.00108972,917.67,928.3448,1102.7,2.4786
8711,160.0,250.0,0.00110008,909.02,967.5872,1143.6,2.5575
8712,160.0,260.0,0.00111084,900.22,1006.8656,1184.6,2.6352
8713,160.0,270.0,0.00112201,891.26,1046.1784,1225.7,2.7116
8714,160.0,280.0,0.00113361,882.14,1085.6224,1267.0,2.787
8715,160.0,290.0,0.00114566,872.86,1125.1944,1308.5,2.8613
8716,160.0,300.0,0.0011582,863.42,1164.788,1350.1,2.9345
8717,160.0,310.0,0.0011712,853.82,1204.508,1391.9,3.0068
8718,160.0,320.0,0.0011847,844.07,1244.348,1433.9,3.0782
8719,160.0,330.0,0.0011988,834.16,1284.292,1476.1,3.1487
8720,160.0,340.0,0.0012135,824.09,1324.24,1518.4,3.2183
8721,160.0,350.0,0.0012287,813.87,1364.408,1561.0,3.2872
8722,160.0,360.0,0.0012446,803.49,1404.564,1603.7,3.3553
8723,160.0,370.0,0.0012611,792.96,1444.924,1646.7,3.4226
8724,160.0,380.0,0.0012783,782.28,1485.372,1689.9,3.4892
8725,160.0,390.0,0.0012963,771.45,1525.892,1733.3,3.5552
8726,160.0,400.0,0.001315,760.48,1566.6,1777.0,3.6205
8727,160.0,410.0,0.0013345,749.37,1607.28,1820.8,3.6852
8728,160.0,420.0,0.0013548,738.12,1648.132,1864.9,3.7493
8729,160.0,430.0,0.001376,726.74,1689.14,1909.3,3.8128
8730,160.0,440.0,0.0013981,715.24,1730.204,1953.9,3.8758
8731,160.0,450.0,0.0014212,703.63,1771.308,1998.7,3.9382
8732,160.0,460.0,0.0014453,691.91,1812.452,2043.7,4.0001
8733,160.0,470.0,0.0014704,680.11,1853.736,2089.0,4.0614
8734,160.0,480.0,0.0014965,668.23,1895.06,2134.5,4.1222
8735,160.0,490.0,0.0015237,656.28,1936.508,2180.3,4.1826
8736,160.0,500.0,0.0015521,644.29,1977.864,2226.2,4.2423
8737,160.0,520.0,0.0016122,620.27,2060.548,2318.5,4.3603
8738,160.0,540.0,0.0016769,596.33,2143.096,2411.4,4.4759
8739,160.0,560.0,0.0017462,572.67,2225.108,2504.5,4.589
8740,160.0,580.0,0.0018198,549.51,2306.332,2597.5,4.6993
8741,160.0,600.0,0.0018974,527.03,2386.516,2690.1,4.8066
8742,160.0,620.0,0.0019786,505.42,2465.424,2782.0,4.9106
8743,160.0,640.0,0.0020627,484.79,2542.768,2872.8,5.0112
8744,160.0,660.0,0.0021494,465.24,2618.396,2962.3,5.1082
8745,160.0,680.0,0.002238,446.82,2692.32,3050.4,5.2016
8746,160.0,700.0,0.0023281,429.54,2764.404,3136.9,5.2913
8747,160.0,720.0,0.0024191,413.38,2834.644,3221.7,5.3776
8748,160.0,740.0,0.0025106,398.31,2903.104,3304.8,5.4605
8749,160.0,760.0,0.0026023,384.28,2969.832,3386.2,5.54
8750,160.0,780.0,0.0026938,371.22,3034.992,3466.0,5.6165
8751,160.0,800.0,0.002785,359.07,3098.6,3544.2,5.6901
8752,160.0,820.0,0.0028756,347.76,3160.704,3620.8,5.7609
8753,160.0,840.0,0.0029654,337.22,3221.636,3696.1,5.8291
8754,160.0,860.0,0.0030544,327.4,3281.396,3770.1,5.895
8755,160.0,880.0,0.0031425,318.22,3340.0,3842.8,5.9586
8756,160.0,900.0,0.0032296,309.63,3397.664,3914.4,6.0202
8757,160.0,920.0,0.0033158,301.59,3454.472,3985.0,6.0798
8758,160.0,940.0,0.003401,294.03,3510.44,4054.6,6.1377
8759,160.0,960.0,0.0034852,286.93,3565.668,4123.3,6.1939
8760,160.0,980.0,0.0035684,280.24,3620.356,4191.3,6.2485
8761,160.0,1000.0,0.0036507,273.92,3674.388,4258.5,6.3018
8762,160.0,1100.0,0.0040489,246.98,3938.176,4586.0,6.5494
8763,160.0,1200.0,0.004428,225.83,4194.72,4903.2,6.7725
8764,160.0,1300.0,0.0047918,208.69,4447.712,5214.4,6.9769
8765,160.0,1400.0,0.0051432,194.43,4699.188,5522.1,7.1665
8766,160.0,1500.0,0.0054847,182.33,4950.348,5827.9,7.344
8767,160.0,1600.0,0.0058182,171.87,5202.088,6133.0,7.5114
8768,160.0,1800.0,0.0064665,154.64,5708.96,6743.6,7.8211
8769,160.0,2000.0,0.0070964,140.92,6221.576,7357.0,8.1036
8770,180.0,0.0,0.00093008,1075.18,-2.1044,165.31,-0.02874
8771,180.0,5.0,0.0009316,1073.42,16.652,184.34,0.04029
8772,180.0,10.0,0.00093321,1071.57,35.5422,203.52,0.10863
8773,180.0,15.0,0.0009349,1069.63,54.528,222.81,0.17616
8774,180.0,20.0,0.00093666,1067.62,73.5812,242.18,0.24282
8775,180.0,25.0,0.00093849,1065.55,92.6918,261.62,0.30857
8776,180.0,30.0,0.00094038,1063.4,111.8416,281.11,0.37341
8777,180.0,35.0,0.00094233,1061.2,131.0206,300.64,0.43731
8778,180.0,40.0,0.00094435,1058.93,150.227,320.21,0.50029
8779,180.0,45.0,0.00094643,1056.6,169.4426,339.8,0.56236
8780,180.0,50.0,0.00094857,1054.22,188.6774,359.42,0.62353
8781,180.0,55.0,0.00095078,1051.77,207.9096,379.05,0.68382
8782,180.0,60.0,0.00095304,1049.27,227.1528,398.7,0.74324
8783,180.0,65.0,0.00095538,1046.71,246.3916,418.36,0.80182
8784,180.0,70.0,0.00095777,1044.09,265.6314,438.03,0.85958
8785,180.0,75.0,0.00096023,1041.42,284.8786,457.72,0.91653
8786,180.0,80.0,0.00096275,1038.69,304.115,477.41,0.97269
8787,180.0,85.0,0.00096534,1035.9,323.3488,497.11,1.0281
8788,180.0,90.0,0.00096799,1033.07,342.5918,516.83,1.0828
8789,180.0,95.0,0.00097071,1030.18,361.8222,536.55,1.1367
8790,180.0,100.0,0.00097349,1027.23,381.0418,556.27,1.1899
8791,180.0,105.0,0.00097633,1024.24,400.2706,576.01,1.2424
8792,180.0,110.0,0.00097924,1021.2,419.4868,595.75,1.2943
8793,180.0,115.0,0.00098222,1018.1,438.7104,615.51,1.3455
8794,180.0,120.0,0.00098526,1014.96,457.9232,635.27,1.3961
8795,180.0,125.0,0.00098837,1011.77,477.1434,655.05,1.4461
8796,180.0,130.0,0.00099154,1008.53,496.3528,674.83,1.4955
8797,180.0,135.0,0.00099478,1005.25,515.5696,694.63,1.5443
8798,180.0,140.0,0.00099808,1001.92,534.7756,714.43,1.5925
8799,180.0,145.0,0.00100145,998.55,553.989,734.25,1.6402
8800,180.0,150.0,0.00100489,995.13,573.2098,754.09,1.6874
8801,180.0,155.0,0.0010084,991.67,592.418,773.93,1.734
8802,180.0,160.0,0.00101197,988.17,611.6454,793.8,1.7801
8803,180.0,165.0,0.00101562,984.62,630.8584,813.67,1.8257
8804,180.0,170.0,0.00101933,981.04,650.0906,833.57,1.8709
8805,180.0,175.0,0.00102311,977.41,669.3202,853.48,1.9156
8806,180.0,180.0,0.00102696,973.75,688.5572,873.41,1.9598
8807,180.0,185.0,0.00103089,970.04,707.7998,893.36,2.0036
8808,180.0,190.0,0.00103488,966.29,727.0516,913.33,2.0469
8809,180.0,195.0,0.00103895,962.51,746.309,933.32,2.0899
8810,180.0,200.0,0.00104309,958.69,765.5738,953.33,2.1324
8811,180.0,210.0,0.0010516,950.93,804.122,993.41,2.2162
8812,180.0,220.0,0.00106041,943.03,842.7262,1033.6,2.2985
8813,180.0,230.0,0.00106954,934.98,881.3828,1073.9,2.3794
8814,180.0,240.0,0.001079,926.78,919.98,1114.2,2.4588
8815,180.0,250.0,0.00108879,918.45,958.7178,1154.7,2.537
8816,180.0,260.0,0.00109894,909.97,997.4908,1195.3,2.6139
8817,180.0,270.0,0.00110944,901.36,1036.4008,1236.1,2.6896
8818,180.0,280.0,0.00112032,892.6,1075.2424,1276.9,2.7641
8819,180.0,290.0,0.00113159,883.71,1114.2138,1317.9,2.8375
8820,180.0,300.0,0.0011433,874.69,1153.206,1359.0,2.9099
8821,180.0,310.0,0.0011554,865.53,1192.328,1400.3,2.9813
8822,180.0,320.0,0.0011679,856.24,1231.478,1441.7,3.0517
8823,180.0,330.0,0.0011809,846.82,1270.738,1483.3,3.1211
8824,180.0,340.0,0.0011944,837.27,1310.008,1525.0,3.1897
8825,180.0,350.0,0.0012083,827.59,1349.306,1566.8,3.2575
8826,180.0,360.0,0.0012228,817.78,1388.796,1608.9,3.3244
8827,180.0,370.0,0.0012379,807.85,1428.178,1651.0,3.3905
8828,180.0,380.0,0.0012534,797.8,1467.788,1693.4,3.4558
8829,180.0,390.0,0.0012696,787.63,1507.372,1735.9,3.5205
8830,180.0,400.0,0.0012864,777.35,1547.048,1778.6,3.5844
8831,180.0,410.0,0.0013039,766.96,1586.798,1821.5,3.6476
8832,180.0,420.0,0.0013219,756.46,1626.658,1864.6,3.7102
8833,180.0,430.0,0.0013407,745.86,1666.474,1907.8,3.7721
8834,180.0,440.0,0.0013602,735.17,1706.364,1951.2,3.8334
8835,180.0,450.0,0.0013805,724.4,1746.31,1994.8,3.8941
8836,180.0,460.0,0.0014015,713.54,1786.33,2038.6,3.9543
8837,180.0,470.0,0.0014232,702.62,1826.424,2082.6,4.0138
8838,180.0,480.0,0.0014458,691.64,1866.456,2126.7,4.0727
8839,180.0,490.0,0.0014693,680.61,1906.426,2170.9,4.1311
8840,180.0,500.0,0.0014935,669.55,1946.47,2215.3,4.189
8841,180.0,520.0,0.0015447,647.39,2026.554,2304.6,4.3029
8842,180.0,540.0,0.0015993,625.26,2106.326,2394.2,4.4145
8843,180.0,560.0,0.0016575,603.33,2185.65,2484.0,4.5236
8844,180.0,580.0,0.001719,581.73,2264.48,2573.9,4.6302
8845,180.0,600.0,0.0017837,560.62,2342.534,2663.6,4.7341
8846,180.0,620.0,0.0018514,540.14,2419.548,2752.8,4.8351
8847,180.0,640.0,0.0019216,520.4,2495.412,2841.3,4.9331
8848,180.0,660.0,0.0019941,501.49,2569.862,2928.8,5.028
8849,180.0,680.0,0.0020684,483.47,2642.988,3015.3,5.1197
8850,180.0,700.0,0.0021441,466.39,2714.662,3100.6,5.2082
8851,180.0,720.0,0.002221,450.24,2784.72,3184.5,5.2936
8852,180.0,740.0,0.0022987,435.02,2853.334,3267.1,5.3759
8853,180.0,760.0,0.002377,420.71,2920.44,3348.3,5.4553
8854,180.0,780.0,0.0024554,407.26,2986.128,3428.1,5.5318
8855,180.0,800.0,0.0025339,394.64,3050.498,3506.6,5.6056
8856,180.0,820.0,0.0026123,382.81,3113.586,3583.8,5.6769
8857,180.0,840.0,0.0026904,371.7,3175.328,3659.6,5.7457
8858,180.0,860.0,0.002768,361.27,3236.06,3734.3,5.8122
8859,180.0,880.0,0.0028451,351.48,3295.782,3807.9,5.8765
8860,180.0,900.0,0.0029217,342.27,3354.494,3880.4,5.9389
8861,180.0,920.0,0.0029976,333.6,3412.432,3952.0,5.9993
8862,180.0,940.0,0.0030728,325.43,3469.496,4022.6,6.058
8863,180.0,960.0,0.0031473,317.73,3525.786,4092.3,6.1151
8864,180.0,980.0,0.0032212,310.45,3581.484,4161.3,6.1706
8865,180.0,1000.0,0.0032943,303.56,3636.626,4229.6,6.2246
8866,180.0,1100.0,0.0036494,274.02,3905.208,4562.1,6.4761
8867,180.0,1200.0,0.0039888,250.7,4165.816,4883.8,6.7023
8868,180.0,1300.0,0.0043148,231.76,4422.236,5198.9,6.9093
8869,180.0,1400.0,0.0046299,215.99,4676.618,5510.0,7.101
8870,180.0,1500.0,0.0049361,202.59,4930.202,5818.7,7.2802
8871,180.0,1600.0,0.0052349,191.03,5184.118,6126.4,7.449
8872,180.0,1800.0,0.0058152,171.96,5694.364,6741.1,7.7608
8873,180.0,2000.0,0.0063784,156.78,6209.588,7357.7,8.0447
8874,200.0,0.0,0.00092426,1081.9,-2.642,182.21,-0.03477
8875,200.0,10.0,0.00092752,1078.1,34.716,220.22,0.10191
8876,200.0,20.0,0.00093106,1074.0,72.518,258.73,0.23557
8877,200.0,25.0,0.00093292,1071.9,91.516,278.1,0.30108
8878,200.0,30.0,0.00093483,1069.7,110.554,297.52,0.36567
8879,200.0,40.0,0.00093882,1065.2,148.706,336.47,0.49209
8880,200.0,50.0,0.00094304,1060.4,186.922,375.53,0.61486
8881,200.0,60.0,0.00094748,1055.4,225.154,414.65,0.73409
8882,200.0,70.0,0.00095214,1050.3,263.392,453.82,0.84994
8883,200.0,80.0,0.00095704,1044.9,301.622,493.03,0.96257
8884,200.0,90.0,0.00096218,1039.3,339.834,532.27,1.0721
8885,200.0,100.0,0.00096755,1033.5,378.03,571.54,1.1788
8886,200.0,110.0,0.00097316,1027.6,416.198,610.83,1.2827
8887,200.0,120.0,0.00097902,1021.4,454.346,650.15,1.384
8888,200.0,130.0,0.00098511,1015.1,492.488,689.51,1.4829
8889,200.0,140.0,0.00099145,1008.6,530.61,728.9,1.5794
8890,200.0,150.0,0.00099804,1002.0,568.732,768.34,1.6737
8891,200.0,160.0,0.0010049,995.15,606.84,807.82,1.7659
8892,200.0,170.0,0.001012,988.18,644.97,847.37,1.8562
8893,200.0,180.0,0.0010193,981.06,683.11,886.97,1.9446
8894,200.0,190.0,0.0010269,973.79,721.25,926.63,2.0311
8895,200.0,200.0,0.0010348,966.39,759.41,966.37,2.116
8896,200.0,210.0,0.0010429,958.84,797.62,1006.2,2.1993
8897,200.0,220.0,0.0010513,951.16,835.84,1046.1,2.281
8898,200.0,230.0,0.00106,943.35,874.0,1086.0,2.3612
8899,200.0,240.0,0.001069,935.41,912.3,1126.1,2.4401
8900,200.0,250.0,0.0010783,927.35,950.64,1166.3,2.5176
8901,200.0,260.0,0.001088,919.16,988.9,1206.5,2.5938
8902,200.0,270.0,0.0010979,910.85,1027.32,1246.9,2.6688
8903,200.0,280.0,0.0011081,902.41,1065.68,1287.3,2.7426
8904,200.0,290.0,0.0011187,893.86,1104.16,1327.9,2.8153
8905,200.0,300.0,0.0011297,885.19,1142.66,1368.6,2.8869
8906,200.0,320.0,0.0011527,867.51,1219.76,1450.3,3.027
8907,200.0,340.0,0.0011773,849.39,1297.04,1532.5,3.1633
8908,200.0,360.0,0.0012036,830.83,1374.48,1615.2,3.2961
8909,200.0,380.0,0.0012317,811.87,1452.06,1698.4,3.4255
8910,200.0,400.0,0.0012618,792.53,1529.84,1782.2,3.5518
8911,200.0,420.0,0.0012939,772.83,1607.72,1866.5,3.6752
8912,200.0,440.0,0.0013283,752.82,1685.64,1951.3,3.7959
8913,200.0,460.0,0.0013651,732.55,1763.68,2036.7,3.914
8914,200.0,480.0,0.0014044,712.06,1841.72,2122.6,4.0296
8915,200.0,500.0,0.0014463,691.43,1919.74,2209.0,4.1428
8916,200.0,550.0,0.001563,639.79,2114.0,2426.6,4.4154
8917,200.0,600.0,0.0016968,589.36,2305.54,2644.9,4.6729
8918,200.0,650.0,0.0018456,541.84,2492.18,2861.3,4.9139
8919,200.0,700.0,0.0020056,498.59,2671.98,3073.1,5.1374
8920,200.0,750.0,0.0021728,460.23,2843.94,3278.5,5.3432
8921,200.0,800.0,0.0023434,426.73,3007.92,3476.6,5.5323
8922,200.0,900.0,0.0026847,372.48,3315.26,3852.2,5.8671
8923,200.0,1000.0,0.0030169,331.46,3601.52,4204.9,6.1558
8924,200.0,1200.0,0.0036426,274.53,4138.48,4867.0,6.6391
8925,200.0,1400.0,0.004223,236.8,4654.9,5499.5,7.0419
8926,200.0,1600.0,0.004771,209.6,5166.8,6121.0,7.3928
8927,200.0,1800.0,0.0052964,188.81,5680.32,6739.6,7.7066
8928,200.0,2000.0,0.0058057,172.24,6198.06,7359.2,7.9919
8929,250.0,0.0,0.00091089,1097.8,-4.0425,223.68,-0.05087
8930,250.0,10.0,0.00091437,1093.7,32.6975,261.29,0.08435
8931,250.0,20.0,0.00091806,1089.3,69.975,299.49,0.21694
8932,250.0,25.0,0.00091997,1087.0,88.7275,318.72,0.28196
8933,250.0,30.0,0.00092192,1084.7,107.52,338.0,0.34608
8934,250.0,40.0,0.00092595,1080.0,145.1725,376.66,0.47156
8935,250.0,50.0,0.00093013,1075.1,182.8775,415.41,0.59337
8936,250.0,60.0,0.00093449,1070.1,220.5875,454.21,0.71161
8937,250.0,70.0,0.00093902,1064.9,258.275,493.03,0.82643
8938,250.0,80.0,0.00094374,1059.6,295.935,531.87,0.93801
8939,250.0,90.0,0.00094865,1054.1,333.5675,570.73,1.0465
8940,250.0,100.0,0.00095375,1048.5,371.1525,609.59,1.1521
8941,250.0,110.0,0.00095905,1042.7,408.7075,648.47,1.2549
8942,250.0,120.0,0.00096456,1036.7,446.23,687.37,1.3551
8943,250.0,130.0,0.00097026,1030.7,483.715,726.28,1.4529
8944,250.0,140.0,0.00097616,1024.4,521.18,765.22,1.5483
8945,250.0,150.0,0.00098228,1018.0,558.62,804.19,1.6414
8946,250.0,160.0,0.00098859,1011.5,596.0325,843.18,1.7325
8947,250.0,170.0,0.00099512,1004.9,633.44,882.22,1.8216
8948,250.0,180.0,0.0010019,998.15,670.825,921.3,1.9088
8949,250.0,190.0,0.0010088,991.27,708.22,960.42,1.9942
8950,250.0,200.0,0.001016,984.28,745.59,999.59,2.0779
8951,250.0,210.0,0.0010234,977.18,782.95,1038.8,2.1599
8952,250.0,220.0,0.001031,969.97,820.35,1078.1,2.2404
8953,250.0,230.0,0.0010388,962.66,857.7,1117.4,2.3194
8954,250.0,240.0,0.0010468,955.25,895.1,1156.8,2.3969
8955,250.0,250.0,0.0010551,947.74,932.525,1196.3,2.4731
8956,250.0,260.0,0.0010637,940.13,969.875,1235.8,2.5479
8957,250.0,270.0,0.0010725,932.43,1007.275,1275.4,2.6215
8958,250.0,280.0,0.0010815,924.64,1044.725,1315.1,2.6938
8959,250.0,290.0,0.0010908,916.77,1082.1,1354.8,2.765
8960,250.0,300.0,0.0011003,908.81,1119.525,1394.6,2.835
8961,250.0,320.0,0.0011203,892.64,1194.325,1474.4,2.9719
8962,250.0,340.0,0.0011413,876.17,1269.175,1554.5,3.1048
8963,250.0,360.0,0.0011636,859.41,1344.0,1634.9,3.2338
8964,250.0,380.0,0.0011871,842.38,1418.925,1715.7,3.3594
8965,250.0,400.0,0.001212,825.11,1493.7,1796.7,3.4815
8966,250.0,420.0,0.0012382,807.62,1568.45,1878.0,3.6006
8967,250.0,440.0,0.0012659,789.95,1643.125,1959.6,3.7166
8968,250.0,460.0,0.0012951,772.13,1717.725,2041.5,3.8299
8969,250.0,480.0,0.0013259,754.2,1792.125,2123.6,3.9404
8970,250.0,500.0,0.0013583,736.2,1866.425,2206.0,4.0483
8971,250.0,550.0,0.0014468,691.2,2051.0,2412.7,4.3074
8972,250.0,600.0,0.0015458,646.91,2233.45,2619.9,4.5518
8973,250.0,650.0,0.0016548,604.3,2412.6,2826.3,4.7817
8974,250.0,700.0,0.0017721,564.3,2587.375,3030.4,4.997
8975,250.0,750.0,0.0018955,527.56,2756.825,3230.7,5.1977
8976,250.0,800.0,0.0020227,494.38,2920.525,3426.2,5.3843
8977,250.0,900.0,0.0022816,438.28,3231.7,3802.1,5.7193
8978,250.0,1000.0,0.0025391,393.85,3524.725,4159.5,6.0118
8979,250.0,1200.0,0.0030348,329.51,4076.2,4834.9,6.5049
8980,250.0,1400.0,0.0035016,285.59,4604.9,5480.3,6.9158
8981,250.0,1600.0,0.0039443,253.53,5126.125,6112.2,7.2726
8982,250.0,1800.0,0.004369,228.89,5647.05,6739.3,7.5907
8983,250.0,2000.0,0.0047802,209.2,6170.65,7365.7,7.8791
8984,300.0,0.0,0.00089892,1112.4,-5.406,264.27,-0.06791
8985,300.0,10.0,0.00090252,1108.0,30.784,301.54,0.06608
8986,300.0,20.0,0.0009063,1103.4,67.61,339.5,0.19783
8987,300.0,25.0,0.00090824,1101.0,86.148,358.62,0.26251
8988,300.0,30.0,0.00091021,1098.7,104.727,377.79,0.32629
8989,300.0,40.0,0.00091423,1093.8,141.981,416.25,0.45108
8990,300.0,50.0,0.00091838,1088.9,179.256,454.77,0.57217
8991,300.0,60.0,0.00092265,1083.8,216.515,493.31,0.68964
8992,300.0,70.0,0.00092707,1078.7,253.739,531.86,0.80366
8993,300.0,80.0,0.00093163,1073.4,290.921,570.41,0.91439
8994,300.0,90.0,0.00093635,1068.0,328.045,608.95,1.022
8995,300.0,100.0,0.00094123,1062.4,365.121,647.49,1.1267
8996,300.0,110.0,0.00094627,1056.8,402.139,686.02,1.2286
8997,300.0,120.0,0.00095148,1051.0,439.116,724.56,1.3279
8998,300.0,130.0,0.00095686,1045.1,476.052,763.11,1.4247
8999,300.0,140.0,0.00096241,1039.1,512.937,801.66,1.5192
9000,300.0,150.0,0.00096814,1032.9,549.788,840.23,1.6114
9001,300.0,160.0,0.00097404,1026.7,586.608,878.82,1.7016
9002,300.0,170.0,0.00098011,1020.3,623.407,917.44,1.7897
9003,300.0,180.0,0.00098636,1013.8,660.172,956.08,1.8759
9004,300.0,190.0,0.00099279,1007.3,696.923,994.76,1.9603
9005,300.0,200.0,0.0009994,1000.6,733.68,1033.5,2.043
9006,300.0,210.0,0.0010062,993.85,770.34,1072.2,2.1241
9007,300.0,220.0,0.0010132,987.01,807.04,1111.0,2.2035
9008,300.0,230.0,0.0010203,980.09,843.71,1149.8,2.2814
9009,300.0,240.0,0.0010277,973.09,880.39,1188.7,2.3579
9010,300.0,250.0,0.0010352,966.01,917.04,1227.6,2.433
9011,300.0,260.0,0.0010429,958.85,953.63,1266.5,2.5068
9012,300.0,270.0,0.0010508,951.63,990.26,1305.5,2.5792
9013,300.0,280.0,0.001059,944.33,1026.9,1344.6,2.6505
9014,300.0,290.0,0.0010673,936.97,1063.51,1383.7,2.7205
